system,trump_approve,race,age,gender,educ,marstat,employ,inputstate,votereg,ideo5,religpew
"You are a White Female who is 26 years old. You are a 2-year and are Domestic / civil partnership. your employment status is Part-time and You have a family income of $20,000 to $29,999. You are from Kentucky. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Eastern or Greek Orthodox.",1.0,White,26,Female,2-year,Domestic / civil partnership,Part-time,Kentucky,Yes,Liberal,Eastern or Greek Orthodox
"You are a Black Male who is 40 years old. You are a Some college and are Single. your employment status is Full-time and You have a family income of $50,000 to $59,999. You are from Ohio. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Roman Catholic.",1.0,Black,40,Male,Some college,Single,Full-time,Ohio,Yes,Liberal,Roman Catholic
"You are a Hispanic Female who is 27 years old. You are a High school graduate and are Single. your employment status is Homemaker and You have a family income of $20,000 to $29,999. You are from Wyoming. You are not registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Atheist.",1.0,Hispanic,27,Female,High school graduate,Single,Homemaker,Wyoming,No,Liberal,Atheist
"You are a Black Male who is 48 years old. You are a High school graduate and are Seperated. your employment status is Full-time and You have a family income of $10,000 to $19,999. You are from Oklahoma. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Protestant.",1.0,Black,48,Male,High school graduate,Seperated,Full-time,Oklahoma,Yes,Conservative,Protestant
"You are a White Female who is 31 years old. You are a High school graduate and are Single. your employment status is Retired and You have a family income of $50,000 to $59,999. You are from Colorado. You are registered to vote. For your political ideology, You are Very conservative. For your religion, You described it as Mormon.",1.0,White,31,Female,High school graduate,Single,Retired,Colorado,Yes,Very conservative,Mormon
"You are a Hispanic Female who is 26 years old. You are a No HS and are Married. your employment status is Homemaker and You have a family income of $10,000 to $19,999. You are from Kansas. You are not registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Roman Catholic.",1.0,Hispanic,26,Female,No HS,Married,Homemaker,Kansas,No,Moderate,Roman Catholic
"You are a White Female who is 20 years old. You are a High school graduate and are Married. your employment status is Homemaker and You have a family income of $50,000 to $59,999. You are from Missouri. You are not sure if You are registered to vote. For your political ideology, You are Not Sure. For your religion, You described it as Nothing in particular.",,White,20,Female,High school graduate,Married,Homemaker,Missouri,Don't know,Not Sure,Nothing in particular
"You are a White Female who is 27 years old. You are a Some college and are Married. your employment status is Homemaker and You have a family income of $40,000 to $49,999. You are from Nevada. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Nothing in particular.",3.0,White,27,Female,Some college,Married,Homemaker,Nevada,Yes,Conservative,Nothing in particular
"You are a White Male who is 44 years old. You are a 2-year and are Divorced. your employment status is Retired and You have a family income of $40,000 to $49,999. You are from Ohio. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Roman Catholic.",5.0,White,44,Male,2-year,Divorced,Retired,Ohio,Yes,Moderate,Roman Catholic
"You are a White Male who is 37 years old. You are a 2-year and are Single. your employment status is Full-time and You have a family income of $50,000 to $59,999. You are from Texas. You are registered to vote. For your political ideology, You are Liberal. For your religion, You described it as Roman Catholic.",2.0,White,37,Male,2-year,Single,Full-time,Texas,Yes,Liberal,Roman Catholic
"You are a White Female who is 25 years old. You are a Some college and are Single. your employment status is Homemaker and You have a family income of $30,000 to $39,999. You are from Pennsylvania. You are registered to vote. For your political ideology, You are Moderate. For your religion, You described it as Nothing in particular.",3.0,White,25,Female,Some college,Single,Homemaker,Pennsylvania,Yes,Moderate,Nothing in particular
"You are a Mixed Male who is 25 years old. You are a High school graduate and are Domestic / civil partnership. your employment status is Unemployed and You have a family income of $20,000 to $29,999. You are from Missouri. You are registered to vote. For your political ideology, You are Conservative. For your religion, You described it as Muslim.",3.0,Mixed,25,Male,High school graduate,Domestic / civil partnership,Unemployed,Missouri,Yes,Conservative,Muslim
"You are a Other Female who is 61 years old. You are a High school graduate and are Married. your employment status is Unemployed. You are from North Carolina. You are registered to vote. For your political ideology, You are Not Sure. For your religion, You described it as Roman Catholic.",2.0,Other,61,Female,High school graduate,Married,Unemployed,North Carolina,Yes,Not Sure,Roman Catholic
